,article_name,country,revision_id,article_quality,population
22283,Rebeca Godínez y Bravo,Mexico,725208430,Stub,130.8
22284,Rocío Guzmán de Paz,Mexico,725208703,Stub,130.8
22285,Rocío Sánchez Pérez,Mexico,725208726,Stub,130.8
22286,Rodolfo Elizondo Torres,Mexico,725208752,Start,130.8
22287,Rosa Valenzuela Rodelo,Mexico,725208879,Stub,130.8
22288,Rosario Herrera Ascencio,Mexico,725208905,Stub,130.8
22289,Rosario Sáenz López,Mexico,725208910,Stub,130.8
22290,Ruth Hernández Martínez,Mexico,725208973,Stub,130.8
22291,Sara Rocha Medina,Mexico,725209144,Stub,130.8
22292,Socorro Díaz Palacios,Mexico,725209315,Stub,130.8
22293,Sócrates Rizzo,Mexico,725209440,Start,130.8
22294,Victoria Méndez Márquez,Mexico,725209651,Stub,130.8
22295,Virginia Baeza Estrella,Mexico,725209669,Stub,130.8
22296,Virginia Jaramillo,Mexico,725209672,Stub,130.8
22297,Yadira Serrano Crespo,Mexico,725209903,Stub,130.8
22298,Yolanda Peniche Blanco,Mexico,725209937,Stub,130.8
22299,Yolanda Valladares,Mexico,725209938,Stub,130.8
22300,Yvette Salazar,Mexico,725209944,Stub,130.8
22301,Óscar Martín Ramos Salinas,Mexico,725210076,Stub,130.8
22302,Arturo de la Garza González,Mexico,725385758,Stub,130.8
22303,Rocío García Gaytán,Mexico,725433832,Stub,130.8
22304,María de los Ángeles Fromow,Mexico,726046901,Stub,130.8
22305,María de Jesús Aguirre Maldonado,Mexico,726046926,Stub,130.8
22306,Martha Laguette,Mexico,726047254,Stub,130.8
22307,Diana Bernal,Mexico,726048234,Stub,130.8
22308,Manuel Eduardo de Gorostiza,Mexico,726279520,Stub,130.8
22309,Joaquín María del Castillo y Lanzas,Mexico,727613584,Start,130.8
22310,Antonio Enríquez Savignac,Mexico,728029728,Stub,130.8
22311,Víctor Suárez Carrera,Mexico,728820349,Stub,130.8
22312,José Manuel Zozaya,Mexico,729096156,Stub,130.8
22313,Luis de la Rosa Oteiza,Mexico,729097037,Start,130.8
22314,Antonio Riva Palacio,Mexico,729788041,Stub,130.8
22315,Francisco Pizarro Martínez,Mexico,729947638,Start,130.8
22316,Pablo Obregón,Mexico,730220799,Stub,130.8
22317,Santiago Abreú,Mexico,730262774,Start,130.8
22318,Víctor Bravo Ahuja,Mexico,730949261,Stub,130.8
22319,Reynaldo Escobar Pérez,Mexico,732812304,Stub,130.8
22320,María del Carmen Mendoza Flores,Mexico,733885110,Stub,130.8
22321,José Luis Oliva Meza,Mexico,737669373,Stub,130.8
22322,María Teresa Herrera,Mexico,737966248,Stub,130.8
22323,Xavier Abreu Sierra,Mexico,738482639,Stub,130.8
22324,Emilio Álvarez Icaza,Mexico,738685387,Stub,130.8
22325,Alfredo Rogerio Pérez Bravo,Mexico,738881585,Stub,130.8
22326,Leticia Userralde,Mexico,739139096,Stub,130.8
22327,Enrique Berruga,Mexico,740189371,Stub,130.8
22328,Ernesto Madero,Mexico,740605862,Stub,130.8
22329,José Woldenberg,Mexico,740633669,Start,130.8
22330,Julio Rodolfo Moctezuma,Mexico,740633985,Stub,130.8
22331,Felipe Carrillo Puerto,Mexico,742122892,C,130.8
22332,Rubén Jaramillo,Mexico,742718944,C,130.8
22333,Juan Bandini,Mexico,743678577,C,130.8
22334,José Antonio Estudillo,Mexico,743681693,Start,130.8
22335,Emperor of Mexico,Mexico,743694777,Stub,130.8
22336,Flora Guerrero,Mexico,743818780,Stub,130.8
22337,Jesús León Santos,Mexico,743856663,Stub,130.8
22338,Fernando Solana,Mexico,744117606,Start,130.8
22339,Guadalupe Borja,Mexico,744295196,Stub,130.8
22340,José María Montoya (diplomat),Mexico,744454070,Stub,130.8
22341,Joaquín Gamboa Pascoe,Mexico,744466173,Stub,130.8
22342,Roberto V. Pesqueira,Mexico,744600750,Start,130.8
22343,Santiago Fierro Fierro,Mexico,745125123,Stub,130.8
22344,Teresa Villarreal,Mexico,745251506,Start,130.8
22345,Victoriano Salado Álvarez,Mexico,745280055,Stub,130.8
22346,José Chavéz y Castillo,Mexico,745636441,Stub,130.8
22347,Teresa García de Madero,Mexico,746262038,Stub,130.8
22348,Rafael Zubarán Capmany,Mexico,747090553,Stub,130.8
22349,Tatiana Clouthier,Mexico,747749471,Start,130.8
22350,Juan Velázquez Tlacotzin,Mexico,747816168,Stub,130.8
22351,Carlos Loret de Mola Mediz,Mexico,748019396,Start,130.8
22352,María de los Ángeles Pineda Villa,Mexico,748113497,C,130.8
22353,Eduardo Ibarrola Nicolín,Mexico,752064430,Stub,130.8
22354,Hugo B. Margáin,Mexico,754156822,Stub,130.8
22355,José Gómez Gordóa,Mexico,755267402,Stub,130.8
22356,Jorge Guajardo,Mexico,755318282,Stub,130.8
22357,Rodolfo Montiel Flores,Mexico,755577812,Stub,130.8
22358,Garcia de Leon family of Mexico,Mexico,755710269,Stub,130.8
22359,Edelmiro Cavazos Leal,Mexico,755779480,Start,130.8
22360,Gabriela Aguilar García,Mexico,757144462,Stub,130.8
22361,Marco Antonio Martinez Dabdoub,Mexico,757144637,Stub,130.8
22362,Abundio Peregrino García,Mexico,757145986,Stub,130.8
22363,Alejandro González Yáñez,Mexico,757146386,Stub,130.8
22364,Anuario Luis Herrera Solís,Mexico,757146811,Stub,130.8
22365,Armando Chavarría Barrera,Mexico,757146887,Stub,130.8
22366,Armando García Méndez,Mexico,757146905,Stub,130.8
22367,Arturo Zamora Jiménez,Mexico,757147057,Stub,130.8
22368,Arturo de la Garza Tijerina,Mexico,757147064,Stub,130.8
22369,Benjamín Clariond,Mexico,757147197,Stub,130.8
22370,Carlos Alberto Flores Gutiérrez,Mexico,757147443,Stub,130.8
22371,César Jáuregui Robles,Mexico,757148792,Stub,130.8
22372,David Monreal Ávila,Mexico,757149034,Stub,130.8
22373,David Sánchez Camacho,Mexico,757149060,Stub,130.8
22374,Delio Hernández Valadés,Mexico,757149088,Stub,130.8
22375,Enrique Garza Támez,Mexico,757149379,Stub,130.8
22376,Jesús Manuel Lara Rodríguez,Mexico,757149544,C,130.8
22377,Fernando Díaz de la Vega,Mexico,757149921,Stub,130.8
22378,Fernando Margáin,Mexico,757149949,Stub,130.8
22379,Francisco Esparza Hernández,Mexico,757150124,Stub,130.8
22380,Francisco Espinosa Ramos,Mexico,757150129,Stub,130.8
22381,Francisco Javier Flores Chávez,Mexico,757150184,Stub,130.8
22382,Francisco Moreno Merino,Mexico,757150230,Stub,130.8
22383,Francisco Xavier Berganza,Mexico,757150257,Stub,130.8
22384,Gerardo del Mazo Morales,Mexico,757150472,Stub,130.8
22385,Herón Escobar,Mexico,757150994,Stub,130.8
22386,Hilario Esquivel Martínez,Mexico,757150997,Stub,130.8
22387,Héctor Miguel Bautista López,Mexico,757151418,Stub,130.8
22388,Héctor Ortiz Ortiz,Mexico,757151471,Start,130.8
22389,Héctor Roblero Gordillo,Mexico,757151514,Stub,130.8
22390,Jacinto Gómez Pasillas,Mexico,757151795,Stub,130.8
22391,Jaime Arturo Vázquez Aguilar,Mexico,757151817,Stub,130.8
22392,Jaime Bonilla Valdez,Mexico,757151825,Stub,130.8
22393,Jaime Cárdenas Gracia,Mexico,757151844,Stub,130.8
22394,Joaquín Vela González,Mexico,757152203,Stub,130.8
22395,Joel Padilla Peña,Mexico,757152238,Stub,130.8
22396,José Alberto Benavides,Mexico,757153064,Stub,130.8
22397,José Angelino Caamal,Mexico,757153168,Stub,130.8
22398,José Antonio Aguilar Bodegas,Mexico,757153171,Start,130.8
22399,José Antonio Calderón Cardoso,Mexico,757153244,Stub,130.8
22400,José Arturo López Cándido,Mexico,757153292,Stub,130.8
22401,José Isabel Meza Elizondo,Mexico,757153565,Stub,130.8
22402,José Luis Flores Méndez,Mexico,757153610,Stub,130.8
22403,José Luis Lobato (politician),Mexico,757153622,Stub,130.8
22404,José Manuel del Río,Mexico,757153678,Stub,130.8
22405,José María Anaya Ochoa,Mexico,757153690,Stub,130.8
22406,Luis Alberto Villarreal,Mexico,757154697,Stub,130.8
22407,Luis Antonio González Roldán,Mexico,757154725,Stub,130.8
22408,Manuel Cárdenas Fonseca,Mexico,757155008,Stub,130.8
22409,Marco Antonio Blásquez Salinas,Mexico,757155117,Stub,130.8
22410,Mario di Costanzo,Mexico,757172406,Stub,130.8
22411,Martín Palacios Calderón,Mexico,757172833,Stub,130.8
22412,Miguel Ángel Jiménez Godínez,Mexico,757173615,Stub,130.8
22413,Orlando García Flores,Mexico,757173910,Stub,130.8
22414,Pablo Leopoldo Arreola Ortega,Mexico,757173960,Stub,130.8
22415,Pedro Vázquez González,Mexico,757174187,Stub,130.8
22416,Primitivo Ríos Vázquez,Mexico,757174205,Stub,130.8
22417,Rafael Ochoa Guzmán,Mexico,757174249,Stub,130.8
22418,René Fujiwara,Mexico,757174476,Stub,130.8
22419,Rodolfo Solís Parga,Mexico,757174723,Stub,130.8
22420,Rubén Aguilar Jiménez,Mexico,757174860,Stub,130.8
22421,Rubén Félix Hays,Mexico,757174869,Stub,130.8
22422,Salvador Escobedo Zoletto,Mexico,757174931,Stub,130.8
22423,Santiago Pedro Cortés,Mexico,757175028,Stub,130.8
22424,Silvano Garay Ulloa,Mexico,757175106,Stub,130.8
22425,Víctor Antonio García Dávila,Mexico,757175389,Stub,130.8
22426,Óscar González Yáñez,Mexico,757175683,Stub,130.8
22427,María Elyd Sáenz,Mexico,757189978,Stub,130.8
22428,Addy Joaquín Coldwell,Mexico,757213180,Start,130.8
22429,Adela Cerezo Bautista,Mexico,757213200,Stub,130.8
22430,Adela Graniel Campos,Mexico,757213301,Stub,130.8
22431,Adela Robles Morales,Mexico,757213304,Stub,130.8
22432,Adriana Castelán Macías,Mexico,757213307,Stub,130.8
22433,Adriana Díaz Contreras,Mexico,757213311,Stub,130.8
22434,Adriana Fuentes Téllez,Mexico,757213314,Stub,130.8
22435,Adriana Hernández Íñiguez,Mexico,757213319,Stub,130.8
22436,Adriana Hinojosa Céspedes,Mexico,757213327,Stub,130.8
22437,Adriana Rodríguez Vizcarra,Mexico,757213332,Stub,130.8
22438,Adriana Sarur,Mexico,757213333,Stub,130.8
22439,Adriana Vieyra Olivares,Mexico,757213338,Stub,130.8
22440,Alba Leonila Méndez,Mexico,757213345,Stub,130.8
22441,Alfa González Magallanes,Mexico,757213356,Stub,130.8
22442,Alicia Ricalde Magaña,Mexico,757213358,Stub,130.8
22443,Alicia Rodríguez Martínez,Mexico,757213365,Stub,130.8
22444,Alicia Zamora Villalva,Mexico,757213368,Stub,130.8
22445,Alliet Mariana Bautista,Mexico,757213371,Stub,130.8
22446,Alma Arroyo Ruiz,Mexico,757213373,Stub,130.8
22447,Alma Edwviges Alcaraz,Mexico,757213378,Stub,130.8
22448,Alma Hilda Medina Macías,Mexico,757213379,Stub,130.8
22449,Alma Lilia Luna Munguía,Mexico,757213381,Start,130.8
22450,Alma Marina Vitela,Mexico,757213382,Stub,130.8
22451,Alma Xóchil Cardona,Mexico,757213383,Stub,130.8
22452,Alín Nayely de Jesús Sánchez,Mexico,757213396,Stub,130.8
22453,Amira Griselda Gómez,Mexico,757213402,Stub,130.8
22454,Ana Elia Paredes Arciga,Mexico,757213406,Stub,130.8
22455,Ana Elisa Pérez Bolaños,Mexico,757213408,Stub,130.8
22456,Ana Estela Durán Rico,Mexico,757213409,Stub,130.8
22457,Ana Lilia Garza Cadena,Mexico,757213417,Stub,130.8
22458,Ana Luz Lobato,Mexico,757213433,Stub,130.8
22459,Ana María Ramírez Cerda,Mexico,757213435,Stub,130.8
22460,Ana María Rojas Ruiz,Mexico,757213447,Stub,130.8
22461,Ana Teresa Velázquez Beeck,Mexico,757213478,Stub,130.8
22462,Ana Yurixi Leyva Piñón,Mexico,757213480,Stub,130.8
22463,Anel Patricia Nava Pérez,Mexico,757213486,Stub,130.8
22464,Angelina Carreño Mijares,Mexico,757213492,Stub,130.8
22465,Angelina Sánchez Valdez,Mexico,757213497,Stub,130.8
22466,Angélica De la Peña Gómez,Mexico,757213504,Stub,130.8
22467,Angélica Melchor Vásquez,Mexico,757213505,Stub,130.8
22468,Araceli Torres Flores,Mexico,757213553,Stub,130.8
22469,Aracely Escalante Jasso,Mexico,757213555,Stub,130.8
22470,Aranzazú Quintana,Mexico,757213556,Stub,130.8
22471,Arcelia Arredondo García,Mexico,757213558,Stub,130.8
22472,Areli Madrid Tovilla,Mexico,757213560,Stub,130.8
22473,Augusta Díaz de Rivera,Mexico,757213573,Stub,130.8
22474,Aurora Aguilar Rodríguez,Mexico,757213574,Stub,130.8
22475,Aurora Ugalde,Mexico,757213577,Stub,130.8
22476,Aída Marina Arvizu Rivas,Mexico,757213579,Stub,130.8
22477,Aída Valencia,Mexico,757213582,Stub,130.8
22478,Beatriz Eugenia García Reyes,Mexico,757213606,Stub,130.8
22479,Beatriz Grande López,Mexico,757213626,Stub,130.8
22480,Beatriz Manrique Guevara,Mexico,757213627,Stub,130.8
22481,Beatriz Yamamoto Cázarez,Mexico,757213633,Stub,130.8
22482,Bibiana Rodríguez,Mexico,757213639,Stub,130.8
22483,Blanca Estela Gómez Carmona,Mexico,757213647,Stub,130.8
22484,Blanca Estela Jiménez Hernández,Mexico,757213650,Stub,130.8
22485,Blanca Judith Díaz Delgado,Mexico,757213655,Stub,130.8
22486,Blanca Luna Becerril,Mexico,757213657,Stub,130.8
22487,Blanca María Villaseñor,Mexico,757213658,Stub,130.8
22488,Blanca Soria Morales,Mexico,757213661,Stub,130.8
22489,Blanca Soto Plata,Mexico,757213663,Stub,130.8
22490,Brenda María Alvarado Sánchez,Mexico,757213670,Stub,130.8
22491,Bárbara Romo Fonseca,Mexico,757213674,Stub,130.8
22492,Caritina Sáenz,Mexico,757213680,Stub,130.8
22493,Carla Padilla Ramos,Mexico,757213684,Stub,130.8
22494,Carla Reyes Montiel,Mexico,757213686,Stub,130.8
22495,Carmen Guadalupe Fonz,Mexico,757213687,Stub,130.8
22496,Carmen Pérez Camarena,Mexico,757213688,Stub,130.8
22497,Carolina García Cañón,Mexico,757213694,Stub,130.8
22498,Carolina Gudiño Corro,Mexico,757213697,Stub,130.8
22499,Carolina Viggiano,Mexico,757213720,Stub,130.8
22500,Cecilia Laviada Hernández,Mexico,757213726,Stub,130.8
22501,Cecilia Soledad Arévalo,Mexico,757213734,Stub,130.8
22502,Celia García Ayala,Mexico,757213737,Stub,130.8
22503,Celia Isabel Gauna Ruiz,Mexico,757213739,Stub,130.8
22504,Celita Alamilla,Mexico,757213753,Stub,130.8
22505,Cinthya Valladares Couoh,Mexico,757213760,Stub,130.8
22506,Clara Gómez Caro,Mexico,757213762,Stub,130.8
22507,Claudia Anaya Mota,Mexico,757213763,Stub,130.8
22508,Claudia Caballero Chávez,Mexico,757213765,Stub,130.8
22509,Claudia Delgadillo González,Mexico,757213771,Stub,130.8
22510,Claudia Elizabeth Bojórquez,Mexico,757213773,Stub,130.8
22511,Claudia Sánchez Juárez,Mexico,757213779,Stub,130.8
22512,Concepción González Molina,Mexico,757213781,Stub,130.8
22513,Concepción Ojeda Hernández,Mexico,757213784,Stub,130.8
22514,Consuelo Argüelles Loya,Mexico,757213789,Stub,130.8
22515,Cora Cecilia Pinedo,Mexico,757213794,Stub,130.8
22516,Cristabell Zamora,Mexico,757213797,Stub,130.8
22517,Cristina González Cruz,Mexico,757213804,Stub,130.8
22518,Crystal Tovar Aragón,Mexico,757213808,Stub,130.8
22519,Daisy Hernández Gaytán,Mexico,757213818,Stub,130.8
22520,Daniela Nadal Riquelme,Mexico,757213828,Stub,130.8
22521,Delia Guerrero Coronado,Mexico,757213833,Start,130.8
22522,Delvim Fabiola Bárcenas,Mexico,757213834,Stub,130.8
22523,Diana Patricia González Soto,Mexico,757213836,Stub,130.8
22524,Diana Pérez de Tejada,Mexico,757213837,Stub,130.8
22525,Diana Velázquez Ramírez,Mexico,757213838,Stub,130.8
22526,Dina Herrera Soto,Mexico,757213842,Stub,130.8
22527,Dolores Manuell Gómez Angulo,Mexico,757213848,Stub,130.8
22528,Dolores Názares Jerónimo,Mexico,757213849,Stub,130.8
22529,Dolores Rodríguez Sabido,Mexico,757213850,Stub,130.8
22530,Dora Martínez Valero,Mexico,757213854,Stub,130.8
22531,Dulce María Muñíz,Mexico,757213864,Stub,130.8
22532,Dulce María Sauri Riancho,Mexico,757213867,Start,130.8
22533,Edith Escobar Camacho,Mexico,757213871,Stub,130.8
22534,Elda Gómez Lugo,Mexico,757213876,Stub,130.8
22535,Elia Hernández Núñez,Mexico,757213882,Stub,130.8
22536,Elizabeth Morales García,Mexico,757213886,Stub,130.8
22537,Elizabeth Vargas Martín,Mexico,757213889,Stub,130.8
22538,Elizabeth Yáñez Robles,Mexico,757213890,Stub,130.8
22539,Elsa Martínez Peña,Mexico,757213893,Stub,130.8
22540,Elsa Patricia Araujo,Mexico,757213896,Stub,130.8
22541,Elvia Hernández García,Mexico,757213906,Stub,130.8
22542,Elvia María Pérez,Mexico,757213912,Stub,130.8
22543,Elvira Olivas,Mexico,757213921,Stub,130.8
22544,Elvira Pola Figueroa,Mexico,757213922,Stub,130.8
22545,Emilia Gómez Bravo,Mexico,757213931,Stub,130.8
22546,Emilse Miranda Munive,Mexico,757213933,Stub,130.8
22547,Emma Larios Gaxiola,Mexico,757213935,Stub,130.8
22548,Enoé Uranga,Mexico,757213939,Stub,130.8
22549,Erika Funes Velázquez,Mexico,757213941,Stub,130.8
22550,Erika Galván Rivas,Mexico,757213944,Stub,130.8
22551,Erika Larregui Nagel,Mexico,757213947,Stub,130.8
22552,Erika Spezia Maldonado,Mexico,757213949,Stub,130.8
22553,Eréndira Cova Brindis,Mexico,757213953,Stub,130.8
22554,Esmeralda Cárdenas Sánchez,Mexico,757213955,Stub,130.8
22555,Esthela Ponce Beltrán,Mexico,757213958,Start,130.8
22556,Esther Angélica Martínez,Mexico,757213959,Stub,130.8
22557,Esther Quintana Salinas,Mexico,757213960,Stub,130.8
22558,Esveida Bravo Martínez,Mexico,757213962,Stub,130.8
22559,Eva Contreras Sandoval,Mexico,757213971,Stub,130.8
22560,Eva Diego Cruz,Mexico,757213973,Stub,130.8
22561,Fany Pérez Gutiérrez,Mexico,757213980,Stub,130.8
22562,Filomena Margaiz,Mexico,757213982,Stub,130.8
22563,Flor Ayala,Mexico,757213983,C,130.8
22564,Flor Añorve Ocampo,Mexico,757213985,Stub,130.8
22565,Flor Pedraza Aguilera,Mexico,757213988,Stub,130.8
22566,Florentina Ocegueda,Mexico,757213992,Stub,130.8
22567,Florentina Rosario Morales,Mexico,757213993,Stub,130.8
22568,Francisca Elena Corrales,Mexico,757213994,Stub,130.8
22569,Frida Rosas Peralta,Mexico,757213995,Stub,130.8
22570,Fátima Gómez Montero,Mexico,757213999,Stub,130.8
22571,Gabriela Medrano Galindo,Mexico,757214003,Stub,130.8
22572,Gabriela Ortiz Martínez,Mexico,757214006,Stub,130.8
22573,Gabriela Ruiz del Rincón,Mexico,757214008,Stub,130.8
22574,Georgina Trujillo Zentella,Mexico,757214009,Start,130.8
22575,Georgina Zapata Lucero,Mexico,757214011,Stub,130.8
22576,Geraldine Ramírez Zollino,Mexico,757214016,Stub,130.8
22577,Gloria Bautista Cuevas,Mexico,757214034,Stub,130.8
22578,Gloria Elizabeth Núñez Sánchez,Mexico,757214037,Stub,130.8
22579,Gloria Lavara,Mexico,757214038,Stub,130.8
22580,Gloria Luna Ruiz,Mexico,757214045,Stub,130.8
22581,Gloria María Perroni,Mexico,757214047,Stub,130.8
22582,Gloria Porras Valles,Mexico,757214066,Stub,130.8
22583,Gloria Rasgado Corsi,Mexico,757214068,Stub,130.8
22584,Gloria Romero León,Mexico,757214070,Stub,130.8
22585,Gloria Valenzuela García,Mexico,757214071,Stub,130.8
22586,Graciela Larios Rivas,Mexico,757214074,Stub,130.8
22587,Graciela Saldaña Fraire,Mexico,757214079,Stub,130.8
22588,Guadalupe Flores Salazar,Mexico,757214085,Stub,130.8
22589,Guadalupe García Almanza,Mexico,757214086,Stub,130.8
22590,Guadalupe García Noriega,Mexico,757214088,Stub,130.8
22591,Guadalupe Mondragón Cobos,Mexico,757214092,Stub,130.8
22592,Guadalupe Ortega Pacheco,Mexico,757214094,Stub,130.8
22593,Guadalupe Pérez Domínguez,Mexico,757214097,Stub,130.8
22594,Guadalupe Silerio,Mexico,757214099,Stub,130.8
22595,Guadalupe Valenzuela Cabrales,Mexico,757214100,Stub,130.8
22596,Guillermina Casique Vences,Mexico,757214104,Stub,130.8
22597,Guillermina López Balbuena,Mexico,757214107,Stub,130.8
22598,Hazel Suárez Bastida,Mexico,757214127,Stub,130.8
22599,Hilda Anderson Nevárez,Mexico,757214147,Stub,130.8
22600,Hilda Ceballos,Mexico,757214149,Stub,130.8
22601,Hilda Narváez Bravo,Mexico,757214151,Stub,130.8
22602,Holly Matus Toledo,Mexico,757214166,Stub,130.8
22603,Hortencia Enríquez Ortega,Mexico,757214168,Stub,130.8
22604,Hortensia Aragón Castillo,Mexico,757214171,C,130.8
22605,Ifigenia Martínez y Hernández,Mexico,757214172,Stub,130.8
22606,Irazema González Martínez,Mexico,757214204,Stub,130.8
22607,Irene Aragón Castillo,Mexico,757214209,Stub,130.8
22608,Iris Vianey Mendoza,Mexico,757214214,Stub,130.8
22609,Irma Martínez Manríquez,Mexico,757214218,Stub,130.8
22610,Irma Ortega Fajardo,Mexico,757214219,Stub,130.8
22611,Irma Piñeyro Arias,Mexico,757214221,Stub,130.8
22612,Isabel Allende Cano,Mexico,757214229,Stub,130.8
22613,Ivette Ezeta Salcedo,Mexico,757214240,Stub,130.8
22614,Ivideliza Reyes,Mexico,757214255,Stub,130.8
22615,Ivonne Ortega Pacheco,Mexico,757214260,C,130.8
22616,Janet González Tostado,Mexico,757214262,Stub,130.8
22617,Jeny de los Reyes Aguilar,Mexico,757214298,Stub,130.8
22618,Jessica Salazar Trejo,Mexico,757214301,Stub,130.8
22619,Joann Novoa Mossberger,Mexico,757214303,Stub,130.8
22620,Joaquina Navarrete Contreras,Mexico,757214307,Stub,130.8
22621,Josefina García Hernández,Mexico,757214312,Stub,130.8
22622,Josefina López Espinosa,Mexico,757214316,Stub,130.8
22623,Josefina Rodarte,Mexico,757214318,Stub,130.8
22624,Josefina Salinas Pérez,Mexico,757214321,Stub,130.8
22625,Juana Barrera Amezcua,Mexico,757214327,Stub,130.8
22626,Juana Bonilla Jaime,Mexico,757214329,Stub,130.8
22627,Juana Leticia Herrera Ale,Mexico,757214331,Stub,130.8
22628,Juanita Arcelia Cruz,Mexico,757214333,Stub,130.8
22629,Juanita Santillán,Mexico,757214336,Stub,130.8
22630,Judit Magdalena Guerrero,Mexico,757214339,Stub,130.8
22631,Judith Vázquez Saut,Mexico,757214342,Stub,130.8
22632,Julieta Marín Torres,Mexico,757214345,Stub,130.8
22633,Julisa Mejía Guardado,Mexico,757214347,Stub,130.8
22634,Karen Quiroga Anguiano,Mexico,757214349,Stub,130.8
22635,Karina Labastida Sotelo,Mexico,757214379,Stub,130.8
22636,Karla González Cruz,Mexico,757214385,Stub,130.8
22637,Karla Villarreal Benassini,Mexico,757214388,Stub,130.8
22638,Kattia Garza Romo,Mexico,757214389,Stub,130.8
22639,Kenia López Rabadán,Mexico,757214391,Stub,130.8
22640,Landy Berzunza Novelo,Mexico,757214417,Stub,130.8
22641,Lariza Montiel Luis,Mexico,757214420,Stub,130.8
22642,Laura Angélica Rojas Hernández,Mexico,757214421,Stub,130.8
22643,Laura Arizmendi Campos,Mexico,757214423,Stub,130.8
22644,Laura Barrera Fortoul,Mexico,757214425,Stub,130.8
22645,Laura Elena Estrada Rodríguez,Mexico,757214429,Stub,130.8
22646,Laura García Dávila,Mexico,757214431,Stub,130.8
22647,Laura Garza Galindo,Mexico,757214432,Stub,130.8
22648,Laura Guadalupe Vargas Vargas,Mexico,757214434,Stub,130.8
22649,Laura Ledesma Romo,Mexico,757214441,Stub,130.8
22650,Laura Margarita Suárez,Mexico,757214444,Stub,130.8
22651,Laura Martel Cantú,Mexico,757214445,Stub,130.8
22652,Laura Piña Olmedo,Mexico,757214448,Stub,130.8
22653,Layda Elena Sansores,Mexico,757214449,Stub,130.8
22654,Leonor Romero Sevilla,Mexico,757214462,Stub,130.8
22655,Leslie Pantoja Hernández,Mexico,757214463,Stub,130.8
22656,Leticia Calderón Ramírez,Mexico,757214468,Stub,130.8
22657,Leticia Díaz de León Torres,Mexico,757214470,Stub,130.8
22658,Leticia López Landero,Mexico,757214473,Stub,130.8
22659,Leticia Orozco Torres,Mexico,757214476,Stub,130.8
22660,Leticia Quezada Contreras,Mexico,757214480,Stub,130.8
22661,Leticia Robles Colín,Mexico,757214481,Stub,130.8
22662,Leticia Sosa,Mexico,757214485,Stub,130.8
22663,Lilia Aguilar Gil,Mexico,757214486,Stub,130.8
22664,Lilia Gutiérrez Burciaga,Mexico,757214487,Stub,130.8
22665,Lilia Merodio Reza,Mexico,757214489,Start,130.8
22666,Liliana Carbajal Méndez,Mexico,757214491,Stub,130.8
22667,Lily Fabiola de la Rosa,Mexico,757214499,Stub,130.8
22668,Lizbeth Gamboa Song,Mexico,757214519,Stub,130.8
22669,Lizbeth García Coronado,Mexico,757214525,Stub,130.8
22670,Lizbeth Medina Rodríguez,Mexico,757214526,Stub,130.8
22671,Lizbeth Rosas Montero,Mexico,757214527,Stub,130.8
22672,Lorena Beaurregard,Mexico,757214530,Stub,130.8
22673,Lorena Méndez Denis,Mexico,757214538,Stub,130.8
22674,Lourdes Alonso Flores,Mexico,757214548,Stub,130.8
22675,Lourdes Gallardo Pérez,Mexico,757214550,Stub,130.8
22676,Lourdes Quiñones Canales,Mexico,757214552,Stub,130.8
22677,Lucila Gallegos Camarena,Mexico,757214553,Stub,130.8
22678,Lucila Garfias,Mexico,757214554,Stub,130.8
22679,Lucía Beristaín,Mexico,757214558,Stub,130.8
22680,Lucía Mendoza Morales,Mexico,757214559,Stub,130.8
22681,Ludivina Menchaca,Mexico,757214560,Stub,130.8
22682,Luz Margarita Alba Contreras,Mexico,757214566,Stub,130.8
22683,Luz María Beristain,Mexico,757214569,Stub,130.8
22684,Luz Virginia Cortés,Mexico,757214575,Stub,130.8
22685,Lydia Madero García,Mexico,757214583,Stub,130.8
22686,Magdalena Macedo Domínguez,Mexico,757214585,Stub,130.8
22687,Magdalena Núñez Monreal,Mexico,757214592,Stub,130.8
22688,Marcela Cuen Garibi,Mexico,757214614,Stub,130.8
22689,Marcela González Salas,Mexico,757214616,Stub,130.8
22690,Marcela Torres Peimbert,Mexico,757214624,Stub,130.8
22691,Marcela Vieyra Alamilla,Mexico,757214628,Stub,130.8
22692,Marcelina Orta Coronado,Mexico,757214630,Stub,130.8
22693,Margarita Arenas Guzmán,Mexico,757214640,Stub,130.8
22694,Margarita Cano,Mexico,757214642,Stub,130.8
22695,Margarita Curmina Cervera,Mexico,757214643,Stub,130.8
22696,Margarita Gallegos Soto,Mexico,757214645,Stub,130.8
22697,Margarita Liborio Arrazola,Mexico,757214648,Stub,130.8
22698,Margarita Licea González,Mexico,757214651,Stub,130.8
22699,Margarita Martínez Bernal,Mexico,757214653,Stub,130.8
22700,Margarita Saldaña Hernández,Mexico,757214655,Stub,130.8
22701,Margarita Villaescusa Rojo,Mexico,757214668,Stub,130.8
22702,Mariana García Rojas,Mexico,757214677,Stub,130.8
22703,Maribel Alva Olvera,Mexico,757214715,Stub,130.8
22704,Maribel Chollet,Mexico,757214718,Stub,130.8
22705,Maricarmen Valls,Mexico,757214719,Stub,130.8
22706,Maricela Serrano Hernández,Mexico,757214722,Start,130.8
22707,Maricela Velázquez,Mexico,757214726,Stub,130.8
22708,Maricruz Montelongo Gordillo,Mexico,757214731,Stub,130.8
22709,Marina Garay Cabada,Mexico,757214736,Stub,130.8
